case_id,split,liver_volume_ml,left_ratio,lesion_index,mode,nominal_diameter_mm,effective_diameter_mm,actual_to_nominal_ratio,surface_margin_mm,tnr_from_saved_activity,overlap_previous_vox
case_0009,train,1152.870705688,0.3506853419219534,0,ellipsoid,46.715567325702786,65.47506131953709,1.4015683650600317,0.0,5.753896541727157,0
case_0009,train,1152.870705688,0.3506853419219534,1,ellipsoid,22.279684599258616,29.07266326229341,1.3048956385702533,0.0,4.788575081680699,0
case_0009,train,1152.870705688,0.3506853419219534,2,ellipsoid,14.234436532211644,27.922054620459978,1.961584819832812,0.0,10.863900008011825,50
case_0009,train,1152.870705688,0.3506853419219534,3,ellipsoid,12.799822215785245,22.919071279454176,1.7905773137371763,8.84,4.836753410050464,0
case_0010,train,1546.889807632,0.35034051579770015,0,ellipsoid,16.07676987470183,24.39216145173375,1.5172302422588566,0.0,10.991194871897905,0
case_0010,train,1546.889807632,0.35034051579770015,1,ellipsoid,13.383806084441773,25.196872593506285,1.8826387975537697,13.26,10.11920602632127,0
case_0010,train,1546.889807632,0.35034051579770015,2,spiculated,11.17546022126316,10.490320136880253,0.9386924501704803,6.25082394568908,5.922489352975063,0
case_0011,val,1283.087844792,0.34793727707113536,0,ellipsoid,31.403385501947277,43.69914107955592,1.3915423570126286,0.0,6.267371930960863,0
case_0011,val,1283.087844792,0.34793727707113536,1,ellipsoid,34.862915507317,33.64806197168993,0.9651534153713536,0.0,11.30479341245332,0
case_0011,val,1283.087844792,0.34793727707113536,2,ellipsoid,26.31797764328087,39.119347619618416,1.4864116137588486,4.42,11.470881319315534,3
case_0012,train,1023.6034263519999,0.35034587481019064,0,ellipsoid,38.812209080313764,45.066488812493915,1.1611420705077165,0.0,12.065705953453776,0
case_0012,train,1023.6034263519999,0.35034587481019064,1,ellipsoid,19.92744125495555,34.775185506310926,1.745090353617931,4.42,2.636384219127723,0
case_0012,train,1023.6034263519999,0.35034587481019064,2,ellipsoid,10.543812085787128,20.599089210450867,1.9536661923459424,0.0,7.343437540230871,0
case_0013,train,1046.313709896,0.3492613683254931,0,ellipsoid,19.690113571811832,35.223947073318456,1.7889153835935565,4.42,5.972046997231855,0
case_0013,train,1046.313709896,0.3492613683254931,1,spiculated,48.92330240806571,40.16862002892216,0.8210529144962174,0.0,3.665064316398743,0
case_0013,train,1046.313709896,0.3492613683254931,2,ellipsoid,57.16448858545556,51.245151510524835,0.8964507997638802,0.0,2.531630844378423,0
case_0014,train,1276.438826416,0.23000947097821675,0,ellipsoid,19.68796057454685,22.600709612434834,1.147945696399538,0.0,31.926383227545752,0
case_0014,train,1276.438826416,0.23000947097821675,1,ellipsoid,59.85036381932946,61.7972676313526,1.0325295234277985,4.42,7.570667546660163,0
case_0014,train,1276.438826416,0.23000947097821675,2,ellipsoid,15.790030786808444,16.035016019402317,1.0155151839728231,0.0,20.442644230420328,0
case_0014,train,1276.438826416,0.23000947097821675,3,ellipsoid,15.967957538153517,14.100646845527967,0.8830588891432211,0.0,31.8924777108949,0
case_0015,test,1323.0683059360001,0.28677718313536094,0,ellipsoid,52.12728248736728,55.25623285367827,1.0600251963464482,0.0,24.503395301964936,0
case_0015,test,1323.0683059360001,0.28677718313536094,1,ellipsoid,22.18527448522924,31.691429667906934,1.428489410352205,0.0,24.66701088393225,0
case_0015,test,1323.0683059360001,0.28677718313536094,2,spiculated,18.264467674266566,17.589792186315965,0.963060763665115,12.50164789137816,16.122491278582107,0
case_0015,test,1323.0683059360001,0.28677718313536094,3,spiculated,27.967999071825222,25.706037503481504,0.9191232249924377,0.0,12.839597883485585,0
case_0016,test,1172.817760816,0.3495067000441761,0,spiculated,33.12886062886142,31.1909548174221,0.9415040006008827,0.0,6.021757072140825,0
case_0016,test,1172.817760816,0.3495067000441761,1,ellipsoid,58.73998147620019,52.729863720093,0.8976826753249433,0.0,21.330830363189026,0
case_0016,test,1172.817760816,0.3495067000441761,2,ellipsoid,17.105144154743797,31.020509038945004,1.8135192991251134,9.88342046054907,13.86528467869539,0
case_0017,test,1249.2382966960001,0.34955415773830095,0,ellipsoid,46.96094922928429,54.228994667220405,1.154767856212835,0.0,9.863739327600374,0
case_0018,val,1747.31021868,0.3497405485544848,0,ellipsoid,13.74394748677135,27.8513655721599,2.026445866368963,0.0,2.4238985195523877,0
case_0019,train,1291.3775300399998,0.292744901370779,0,ellipsoid,15.552505712585816,25.538566707117255,1.642086952358439,0.0,18.677307005087915,0
case_0020,train,932.330537736,0.3020283412058905,0,ellipsoid,13.648516202051622,26.115437979268307,1.9134268951040023,0.0,10.883632957622872,0
case_0021,train,1298.890057296,0.3510171519744715,0,ellipsoid,10.27645719634032,15.818300047653,1.5392756224670752,0.0,13.931890869661553,0
case_0021,train,1298.890057296,0.3510171519744715,1,spiculated,12.492035928555634,10.490320136880253,0.8397606440516519,16.53812564954082,16.863604735299102,0
case_0021,train,1298.890057296,0.3510171519744715,2,ellipsoid,23.49769851019624,30.497591587572792,1.2978969652853074,0.0,9.97550617474964,0
case_0021,train,1298.890057296,0.3510171519744715,3,spiculated,20.095980463575128,21.104788963567845,1.0501995163570759,4.42,12.00372591368342,0
case_0022,train,1196.0461496879998,0.349216663056819,0,ellipsoid,13.708294023345042,24.484208216193156,1.7860871801040215,9.88342046054907,8.086501727290052,0
case_0022,train,1196.0461496879998,0.349216663056819,1,ellipsoid,39.8267254151418,45.627872893442394,1.145659664906697,0.0,8.304335824703289,0
case_0022,train,1196.0461496879998,0.349216663056819,2,ellipsoid,14.76416310465583,31.020509038945004,2.101067891153464,13.977267257944238,2.5201992673966176,0
case_0023,test,1275.316264872,0.3470783397657255,0,ellipsoid,37.45417806378346,52.04888536814746,1.389668337655404,0.0,17.79713232272272,0
case_0023,test,1275.316264872,0.3470783397657255,1,ellipsoid,18.655057260241428,29.07266326229341,1.5584333436624982,0.0,19.034999880157816,1
case_0023,test,1275.316264872,0.3470783397657255,2,spiculated,13.937643766005166,13.524456299400741,0.9703545682798826,0.0,14.81589469788955,0
case_0023,test,1275.316264872,0.3470783397657255,3,ellipsoid,37.46079706789122,38.124353492253555,1.0177133557291842,0.0,22.298712427283565,0
case_0023,test,1275.316264872,0.3470783397657255,4,spiculated,12.828657757103425,12.196080725866874,0.950690318253577,0.0,7.203463146775105,0
case_0024,test,933.971204608,0.3501294378698225,0,ellipsoid,19.561107285543667,26.03458471264682,1.3309361444935828,0.0,6.528970342933175,0
case_0024,test,933.971204608,0.3501294378698225,1,ellipsoid,56.626967753055474,54.85725696680127,0.9687479154106974,0.0,2.833097913133923,0
case_0024,test,933.971204608,0.3501294378698225,2,ellipsoid,11.476784986851168,21.104788963567845,1.8389112445469162,0.0,6.7386514208891315,0
case_0024,test,933.971204608,0.3501294378698225,3,ellipsoid,31.041821441704666,37.62618929065272,1.212112805987021,4.42,2.70964753706096,0
case_0024,test,933.971204608,0.3501294378698225,4,spiculated,22.68432721907946,21.104788963567845,0.9303687413668108,0.0,7.689739805642616,0
case_0025,train,1408.987439496,0.35055463626892197,0,ellipsoid,37.806292856697155,48.435352995987515,1.2811452627629818,12.50164789137816,15.092380548932164,0
case_0025,train,1408.987439496,0.35055463626892197,1,ellipsoid,19.573257841587306,25.36887022251081,1.2960985047981928,0.0,7.4601082640491825,0
case_0025,train,1408.987439496,0.35055463626892197,2,ellipsoid,15.75098551715791,29.894713805386637,1.8979583069784198,0.0,12.513888773153129,0
case_0026,train,1211.0712042,0.24591800356506238,0,spiculated,39.99403417461245,35.661556379110785,0.8916718984489979,0.0,2.9910997943229782,0
case_0026,train,1211.0712042,0.24591800356506238,1,spiculated,16.605795143896845,16.451695018652085,0.9907200995851502,7.655664569454437,6.736465338484713,0
case_0026,train,1211.0712042,0.24591800356506238,2,spiculated,19.815139961058204,16.84827313895228,0.8502727294413982,0.0,9.68861549321518,0
case_0026,train,1211.0712042,0.24591800356506238,3,ellipsoid,36.61217421375129,36.21486671506087,0.9891482134775489,0.0,10.180991577536457,0
case_0027,train,1435.4971621119998,0.27857314725697785,0,ellipsoid,40.757871785518,58.6130898891533,1.438080236318413,0.0,11.935912869950123,0
case_0027,train,1435.4971621119998,0.27857314725697785,1,ellipsoid,16.066266327221133,23.727450071479502,1.4768490443406879,6.25082394568908,22.933937003623566,0
case_0027,train,1435.4971621119998,0.27857314725697785,2,ellipsoid,36.12562940249377,28.677067664973336,0.7938150321332185,0.0,24.526462985066185,0
case_0027,train,1435.4971621119998,0.27857314725697785,3,ellipsoid,11.341376721562856,17.938195107003427,1.5816594005645128,0.0,24.447695665175484,0
case_0028,train,1374.7924878479998,0.3504804974561899,0,ellipsoid,13.125244845249751,23.92115211219397,1.8225299713819387,0.0,14.411092827706936,0
case_0028,train,1374.7924878479998,0.3504804974561899,1,ellipsoid,26.841884709994623,36.00406527658566,1.3413389434304324,0.0,13.757365676378791,14
case_0028,train,1374.7924878479998,0.3504804974561899,2,ellipsoid,18.5478253981447,37.23381252900107,2.007448945078246,4.42,17.62204431280093,0
case_0028,train,1374.7924878479998,0.3504804974561899,3,ellipsoid,11.369345233523914,16.6523452207669,1.4646705574271253,0.0,4.459239513232797,0
case_0028,train,1374.7924878479998,0.3504804974561899,4,ellipsoid,33.57854993437606,43.08604606637303,1.2831419507565949,0.0,6.304604141027768,0
case_0029,train,1247.3385771599999,0.31886465905157496,0,spiculated,46.937596858590915,46.736151228529835,0.9957082244609161,0.0,16.204984799175005,0
case_0029,train,1247.3385771599999,0.31886465905157496,1,ellipsoid,46.19999066605506,45.03940557952131,0.9748791056058269,0.0,10.50124460296022,0
case_0029,train,1247.3385771599999,0.31886465905157496,2,spiculated,52.18527193621139,41.39159993451211,0.7931663168318273,0.0,13.66909859262304,0
case_0030,train,1475.1322197040001,0.35075806357197215,0,ellipsoid,11.399672011505533,24.20595448430478,2.1233904326259596,0.0,6.567926088182605,0
case_0031,train,1090.439013664,0.35112448527082674,0,ellipsoid,10.549802662860548,20.855004684959624,1.976814671460864,0.0,3.742957354620736,0
case_0031,train,1090.439013664,0.35112448527082674,1,ellipsoid,36.587450169351214,46.76130524373521,1.2780695300517686,0.0,9.666267836002708,0
case_0031,train,1090.439013664,0.35112448527082674,2,ellipsoid,13.978420901675163,28.407149835670907,2.032214513748589,4.42,6.600888989613743,0
case_0031,train,1090.439013664,0.35112448527082674,3,ellipsoid,27.27833030580468,29.95609942705346,1.098164700376803,0.0,7.633724828312166,0
case_0032,val,1236.9764705999999,0.27853403141361255,0,spiculated,13.226222968936842,14.633243370680612,1.1063811191636723,9.88342046054907,14.524936835828699,0
case_0032,val,1236.9764705999999,0.27853403141361255,1,ellipsoid,19.197619147438886,37.15433776754704,1.9353617488814348,0.0,15.955041121574755,0
case_0032,val,1236.9764705999999,0.27853403141361255,2,ellipsoid,19.371280339994176,36.87346270191021,1.903511902916444,0.0,15.814315973187632,0
case_0032,val,1236.9764705999999,0.27853403141361255,3,ellipsoid,28.566703179943225,40.439351839577,1.4156114405238613,0.0,18.2815532429669,0
case_0032,val,1236.9764705999999,0.27853403141361255,4,ellipsoid,32.54844486194708,32.123393255412424,0.9869409549876347,0.0,23.280774046784554,5
case_0033,train,1560.878651488,0.3239654790882939,0,spiculated,20.915015179770705,18.597058801410707,0.8891726179284843,0.0,7.004035994855821,0
case_0033,train,1560.878651488,0.3239654790882939,1,ellipsoid,11.405079342365473,19.21227880613988,1.6845370583941202,0.0,15.056798397045702,0
case_0033,train,1560.878651488,0.3239654790882939,2,ellipsoid,26.28656940725058,27.992387548872284,1.0648931442971477,0.0,15.352490268092208,0
case_0034,train,1325.745183464,0.31778805445189867,0,spiculated,46.731203492407225,35.356369172334716,0.7565901695230112,0.0,4.857289362979099,0
case_0034,train,1325.745183464,0.31778805445189867,1,ellipsoid,33.052351628012616,47.60091614051133,1.4401673041675036,0.0,7.282031980627234,0
case_0035,test,1233.8678386319998,0.34893974385891247,0,ellipsoid,17.661287241037424,28.475109783268046,1.6122896023741595,0.0,6.154106433012139,0
case_0035,test,1233.8678386319998,0.34893974385891247,1,spiculated,27.09316001233249,23.530532693046013,0.868504548097571,0.0,9.623186739817697,0
case_0035,test,1233.8678386319998,0.34893974385891247,2,spiculated,16.527766632289097,16.451695018652085,0.9953973446425365,13.977267257944238,9.171333442011417,0
case_0035,test,1233.8678386319998,0.34893974385891247,3,ellipsoid,44.393362753972816,59.80480159643691,1.3471563739803627,0.0,7.318327758971456,0
case_0036,test,1384.981892632,0.3302574973502089,0,spiculated,31.256936085345913,25.706037503481504,0.8224106621740568,0.0,2.9795278277854447,0
case_0036,test,1384.981892632,0.3302574973502089,1,ellipsoid,48.78170191085467,55.54281811760387,1.138599432613169,0.0,10.599993921206808,0
case_0037,test,1216.165906592,0.2910394774211872,0,ellipsoid,18.26559511827528,25.706037503481504,1.4073473838124135,0.0,4.906906071683755,0
case_0037,test,1216.165906592,0.2910394774211872,1,ellipsoid,17.3158974122277,17.589792186315965,1.0158175327312147,0.0,6.421535200182125,0
case_0037,test,1216.165906592,0.2910394774211872,2,spiculated,56.30296537082832,55.75583196879569,0.9902823341820624,0.0,5.379693300658835,0
case_0037,test,1216.165906592,0.2910394774211872,3,spiculated,55.619132492155856,42.3019405365839,0.7605645511020849,0.0,7.0648645920358275,0
case_0038,train,1110.558770568,0.34973952258766816,0,ellipsoid,24.80898360763387,34.45402428709168,1.3887721009453193,0.0,15.87971027726421,0
case_0038,train,1110.558770568,0.34973952258766816,1,ellipsoid,58.43853201570137,58.9946341709886,1.009516018560114,0.0,12.464339054162528,0
case_0039,train,1725.9815493439999,0.27656593956373826,0,ellipsoid,16.49334397579838,29.583935438527345,1.793689350197118,4.42,3.5745925354279873,0
case_0039,train,1725.9815493439999,0.27656593956373826,1,ellipsoid,19.3002062906137,35.876390214006854,1.8588604532923916,0.0,4.672974504495867,0
case_0039,train,1725.9815493439999,0.27656593956373826,2,spiculated,19.284817050875702,17.410291986178873,0.9027978818906292,0.0,2.702331179534271,0
case_0040,train,1313.915111808,0.34930336487907465,0,ellipsoid,15.835241480346003,28.81014181064749,1.8193686434403515,0.0,8.358373370748707,0
case_0040,train,1313.915111808,0.34930336487907465,1,ellipsoid,46.127613085962494,42.20957792713568,0.9150609603075442,0.0,11.736677786805705,0
case_0040,train,1313.915111808,0.34930336487907465,2,ellipsoid,10.37426297683685,24.484208216193156,2.360091340547305,0.0,8.488314981211197,0
case_0040,train,1313.915111808,0.34930336487907465,3,ellipsoid,11.824709602774405,14.885590260491965,1.2588546155078,0.0,3.29758752526301,0
case_0041,train,930.776221752,0.3233138510065869,0,ellipsoid,13.811334999188794,27.27246746893202,1.9746438320795103,4.42,6.989647332767252,0
case_0041,train,930.776221752,0.3233138510065869,1,ellipsoid,18.73354580019818,27.27246746893202,1.4558091543269673,0.0,4.731555032270409,0
case_0041,train,930.776221752,0.3233138510065869,2,ellipsoid,10.032979555484193,25.196872593506285,2.511404758094345,4.42,5.913068108632663,0
case_0041,train,930.776221752,0.3233138510065869,3,spiculated,31.519606760038933,31.1909548174221,0.9895730950858973,0.0,4.5960762159397435,0
case_0042,test,1166.773198656,0.2400088809946714,0,ellipsoid,12.326358688998015,23.727450071479502,1.9249358768585583,0.0,3.7041785113963157,0
case_0042,test,1166.773198656,0.2400088809946714,1,spiculated,39.87034827127131,36.71102243396133,0.9207600140381408,0.0,5.862423233995363,0
case_0042,test,1166.773198656,0.2400088809946714,2,spiculated,50.514671761599324,49.19660433393218,0.9739072356267565,0.0,7.156938192758827,0
case_0042,test,1166.773198656,0.2400088809946714,3,spiculated,15.362892457431407,14.371879380093942,0.9354930668112509,0.0,4.885157325312711,0
case_0042,test,1166.773198656,0.2400088809946714,4,spiculated,18.0469176922583,17.589792186315965,0.9746701617562964,12.50164789137816,3.91508028136067,0
case_0043,val,1636.0902749359998,0.349712355518024,0,ellipsoid,58.09850950485766,51.92684767447555,0.8937724584850824,0.0,5.076199768703577,0
case_0043,val,1636.0902749359998,0.349712355518024,1,ellipsoid,15.84272480675125,31.020509038945004,1.9580286483121807,4.42,12.12377521670659,0
case_0043,val,1636.0902749359998,0.349712355518024,2,ellipsoid,25.080802004655904,38.720142748260315,1.543815972913165,0.0,8.343820869137879,0
case_0044,val,1216.597661032,0.3509830364113848,0,ellipsoid,15.736773457099765,23.727450071479502,1.5077709630988354,0.0,2.967019664344347,0
case_0045,train,1220.656152768,0.3488256932654216,0,ellipsoid,19.967034780415432,30.732197665473638,1.539146798883586,0.0,3.1827464211549756,0
case_0046,train,1353.204765848,0.2921319634994576,0,ellipsoid,16.13810595212977,22.813936446721197,1.4136687734232163,0.0,9.929444418222914,0
case_0046,train,1353.204765848,0.2921319634994576,1,ellipsoid,37.66277042452084,53.85252300387576,1.4298609049963664,0.0,4.554163847852195,0
case_0046,train,1353.204765848,0.2921319634994576,2,ellipsoid,34.567646525219814,43.38015787485619,1.254935242502175,0.0,11.952162751792242,7
case_0046,train,1353.204765848,0.2921319634994576,3,ellipsoid,32.86857306719726,39.262512107349544,1.1945304722258665,0.0,2.0971112723735206,0
case_0046,train,1353.204765848,0.2921319634994576,4,spiculated,52.224815469070236,39.82498796541495,0.7625682849755784,0.0,6.650986847280565,17
case_0047,train,1298.4583028559998,0.27778147236815853,0,ellipsoid,24.574981980347644,29.894713805386637,1.2164694089824004,0.0,7.835604707281164,0
case_0047,train,1298.4583028559998,0.27778147236815853,1,ellipsoid,39.563892761565896,53.297105333443284,1.3471147961764378,0.0,2.891598903827233,0
case_0047,train,1298.4583028559998,0.27778147236815853,2,ellipsoid,18.52613061193131,34.775185506310926,1.8770884344254164,4.42,3.1475971129506197,0
case_0047,train,1298.4583028559998,0.27778147236815853,3,ellipsoid,10.86501089847477,28.407149835670907,2.614553275750391,0.0,8.330499626592722,0
case_0047,train,1298.4583028559998,0.27778147236815853,4,ellipsoid,34.72601681194094,42.36329224044709,1.2199294975253248,0.0,6.850893946789529,0
case_0048,train,1385.3272961839998,0.3471295892289472,0,ellipsoid,18.086177401164697,23.430825850030068,1.295510119707285,0.0,13.8681106877944,0
case_0048,train,1385.3272961839998,0.3471295892289472,1,ellipsoid,19.696657291798292,35.312338779121696,1.792808711446982,0.0,13.632305743878947,0
case_0048,train,1385.3272961839998,0.3471295892289472,2,spiculated,29.348650467544164,29.833075045345705,1.0165058552977504,7.655664569454437,15.827886900622655,0
case_0048,train,1385.3272961839998,0.3471295892289472,3,ellipsoid,22.12437983588553,30.79029269536048,1.3916906563599547,0.0,13.112927730051162,0
case_0048,train,1385.3272961839998,0.3471295892289472,4,ellipsoid,42.922379948170516,52.531405449058745,1.2238698206504692,0.0,8.75554954258789,0
case_0049,train,1346.814800136,0.31448355452971727,0,spiculated,23.913576979699773,23.727450071479502,0.9922166847570201,0.0,9.803868004602975,0
case_0050,test,1311.065532504,0.3494698017519594,0,ellipsoid,37.83611990810956,56.36800577480249,1.4897935071487318,0.0,5.211451000766727,0
case_0051,train,1558.7198792880001,0.34291728990083653,0,spiculated,43.86269666385721,37.034484232272675,0.8443275732927983,0.0,4.380958326496752,0
case_0051,train,1558.7198792880001,0.34291728990083653,1,ellipsoid,29.07498970138877,50.04498837146015,1.7212383868555505,0.0,7.140376812855704,0
case_0051,train,1558.7198792880001,0.34291728990083653,2,ellipsoid,36.4906036109456,46.63526337839645,1.278007452976412,0.0,2.731380951431219,32
case_0051,train,1558.7198792880001,0.34291728990083653,3,spiculated,19.09460506838284,17.589792186315965,0.9211917252712092,4.42,4.326312729328235,0
case_0052,train,1121.093578904,0.284217823307402,0,ellipsoid,32.546352868072454,46.58465534799918,1.4313325839251905,0.0,3.3070745839662488,0
case_0053,train,1609.753254096,0.35049887351142583,0,ellipsoid,11.8407325101879,25.196872593506285,2.12798258653564,8.84,4.566757116912072,0
case_0053,train,1609.753254096,0.35049887351142583,1,ellipsoid,58.867677099717525,36.913849878444985,0.6270648290727632,0.0,8.561743112756835,0
case_0054,train,1773.819941296,0.3489436276896115,0,spiculated,16.59467281600755,16.451695018652085,0.9913841147131539,13.977267257944238,11.871066864959854,0
case_0054,train,1773.819941296,0.3489436276896115,1,ellipsoid,19.334470291479477,35.223947073318456,1.8218211589091906,19.76684092109814,13.683699810163132,0
case_0054,train,1773.819941296,0.3489436276896115,2,ellipsoid,13.061783853883206,21.468736156966678,1.643629721416966,0.0,9.068378270611062,0
case_0055,train,1128.260702608,0.32159804071636305,0,ellipsoid,12.200247805481972,22.492570591452406,1.8436158797812088,0.0,8.946035425229917,0
case_0056,train,1455.87597168,0.350711743772242,0,spiculated,21.345669036301523,21.104788963567845,0.9887152718275531,4.42,3.1599170017457654,0
case_0057,train,1790.226610016,0.2678468068686089,0,ellipsoid,19.0390372918215,34.220904670081794,1.7974073029827977,0.0,4.748188806181042,0
case_0057,train,1790.226610016,0.2678468068686089,1,ellipsoid,19.24336289259629,31.020509038945004,1.6120108118357972,21.653489326203292,6.608227410679407,0
case_0058,val,1446.118321336,0.35062996357556575,0,ellipsoid,58.02860005669535,62.70513773469825,1.0805902205711289,6.25082394568908,5.737498705995965,0
case_0058,val,1446.118321336,0.35062996357556575,1,ellipsoid,31.57226022430827,44.351463237654414,1.4047604739906179,0.0,7.332962993023638,0
case_0059,train,1216.597661032,0.2957626517141032,0,ellipsoid,12.072535426327796,25.36887022251081,2.1013705345760556,0.0,18.333653828002788,0
case_0059,train,1216.597661032,0.2957626517141032,1,spiculated,13.431321814642223,14.371879380093942,1.0700271781461126,0.0,14.818777815445305,0
case_0059,train,1216.597661032,0.2957626517141032,2,ellipsoid,16.854677569794774,25.196872593506285,1.4949483601312872,0.0,22.2802594056709,0
case_0059,train,1216.597661032,0.2957626517141032,3,spiculated,51.568272364839025,51.26607644200934,0.9941398866207561,0.0,10.860497765715849,0
case_0060,train,904.1801482479999,0.2934772228058447,0,ellipsoid,32.183384398501076,37.62618929065272,1.169118475072657,0.0,9.803411088060617,0
case_0060,train,904.1801482479999,0.2934772228058447,1,ellipsoid,11.160333430885315,24.484208216193156,2.19385992074709,4.42,7.089621968916948,0
case_0060,train,904.1801482479999,0.2934772228058447,2,ellipsoid,26.530400624405925,42.24041035440831,1.5921512438658914,0.0,3.6063604044504634,0
case_0060,train,904.1801482479999,0.2934772228058447,3,ellipsoid,20.511565239685577,32.595863727176656,1.5891456037743281,0.0,3.364963889807419,0
case_0061,train,1460.107165192,0.35075995032231355,0,spiculated,51.030493222001255,38.90261548473929,0.762340573811402,0.0,6.112382317082385,0
case_0061,train,1460.107165192,0.35075995032231355,1,ellipsoid,14.410155928646855,26.744966504620407,1.855980368085567,0.0,4.23862494845469,0
case_0061,train,1460.107165192,0.35075995032231355,2,ellipsoid,23.762379621113034,34.91102745386926,1.469172196157096,0.0,3.171554205619295,0
case_0061,train,1460.107165192,0.35075995032231355,3,ellipsoid,14.450776729252082,25.706037503481504,1.7788689137688969,0.0,3.4767231709163853,0
case_0061,train,1460.107165192,0.35075995032231355,4,ellipsoid,24.65104683674514,39.119347619618416,1.5869243963021746,0.0,3.1289228950005445,0
case_0062,train,957.890400584,0.35067159469935993,0,ellipsoid,18.439473888729058,30.84816932159076,1.672941945509974,0.0,7.984354677932311,0
case_0062,train,957.890400584,0.35067159469935993,1,ellipsoid,26.191877362078046,32.80152130473499,1.2523547224692924,0.0,11.394530313520793,0
case_0062,train,957.890400584,0.35067159469935993,2,ellipsoid,46.31210444921831,40.100363958545124,0.8658722041559476,0.0,10.582630458160581,0
case_0063,train,1194.578184592,0.34906751481856296,0,ellipsoid,19.742474080789883,35.704730218340536,1.8085235959905597,0.0,6.183571362154286,0
case_0063,train,1194.578184592,0.34906751481856296,1,ellipsoid,32.609447912721265,37.93429872305726,1.1632916578222325,0.0,6.089629933899616,0
case_0063,train,1194.578184592,0.34906751481856296,2,ellipsoid,14.913862584061013,27.992387548872284,1.8769374728441421,0.0,3.8635623294228965,0
case_0063,train,1194.578184592,0.34906751481856296,3,ellipsoid,30.57436286126639,43.32165455656964,1.4169274680602537,0.0,5.428696088439024,0
case_0063,train,1194.578184592,0.34906751481856296,4,spiculated,42.34721780968726,35.876390214006854,0.8471959214708988,0.0,7.840043508337395,0
case_0064,val,948.8235573439999,0.35029122679286495,0,spiculated,14.411165173726097,12.894480389719813,0.8947562694811487,0.0,18.66420219407427,0
case_0064,val,948.8235573439999,0.35029122679286495,1,ellipsoid,52.682791788022804,59.15216398200368,1.1227985832643679,0.0,8.274692169966155,0
